Customer_ID,Policy_ID,Customer_Name,Age,City,Policy_Type,Policy_Start_Date,Policy_Status,Annual_Premium,Sum_Assured,Claim_Status,Claim_Amount,Deductible,Sales_Channel,Payment_Mode
CUST100059,POL200059,Swathi Patel,62,Kolkata,Auto,2022-10-09,Cancelled,11676.2,291514.39,No Claim,0.0,1248.44,Broker,Credit Card
CUST100060,POL200060,Manoj Das,30,Coimbatore,Annuity,2021-01-21,Active,31269.24,309140.6,No Claim,0.0,1486.65,Branch,Auto Debit
CUST100061,POL200061,Pooja Sharma,47,Ahmedabad,Life,2023-04-21,Active,29998.48,578403.3,Approved,27164.77,3386.81,Agent,Debit Card
CUST100062,POL200062,Karthik Gupta,69,Coimbatore,Home,2021-06-16,Active,10685.07,247709.79,Approved,9887.99,500.0,Online,Debit Card
CUST100063,POL200063,Divya Singh,66,Ahmedabad,Health,2024-07-21,Active,32136.42,739945.42,No Claim,0.0,795.07,Agent,Credit Card
CUST100064,POL200064,Manoj Kumar,66,Mumbai,Term Life,2022-01-23,Expired,11199.2,254900.87,Denied,13412.54,889.14,Partner,Auto Debit
CUST100065,POL200065,Vijay Das,70,Chennai,Term Life,2022-08-24,Expired,28617.17,496070.33,No Claim,0.0,2911.45,Branch,Credit Card
CUST100066,POL200066,Pooja Mehta,54,Mumbai,Life,2021-11-12,Active,17692.57,300792.89,Approved,79372.86,1362.44,Agent,Auto Debit
CUST100067,POL200067,Anjali Menon,49,Pune,Term Life,2021-01-14,Active,27614.39,779459.35,No Claim,0.0,1947.58,Partner,UPI
CUST100068,POL200068,Santhosh Das,70,Coimbatore,Health,2021-08-30,Cancelled,18409.14,533354.4,No Claim,0.0,1176.24,Partner,Auto Debit
CUST100069,POL200069,Rahul Patel,60,Pune,Home,2023-02-16,Expired,24531.32,291435.1,No Claim,0.0,2247.0,Agent,Debit Card
CUST100070,POL200070,Priya Rao,50,Pune,Annuity,2024-10-01,Active,39321.12,1175741.4,No Claim,0.0,4583.5,Branch,Auto Debit
CUST100071,POL200071,Santhosh Gupta,35,Kolkata,Term Life,2022-07-19,Cancelled,10262.49,113162.97,No Claim,0.0,527.66,Branch,Bank Transfer
CUST100072,POL200072,Divya Iyer,52,Chennai,Annuity,2023-06-17,Active,30132.76,762386.14,No Claim,0.0,1635.54,Branch,UPI
CUST100073,POL200073,Divya Gupta,33,Coimbatore,Health,2024-09-25,Active,34851.95,358772.68,Approved,112483.61,930.18,Branch,UPI
CUST100074,POL200074,Suresh Verma,48,Chennai,Life,2021-04-02,Expired,24629.71,535173.94,No Claim,0.0,899.55,Online,UPI
CUST100075,POL200075,Santhosh Mehta,24,Kolkata,Health,2024-10-22,Active,20802.52,420000.47,No Claim,0.0,1510.4,Partner,Credit Card
CUST100076,POL200076,Pooja Patel,52,Mumbai,Auto,2023-08-14,Active,10774.13,322916.47,Approved,33313.86,555.32,Online,Bank Transfer
CUST100077,POL200077,Pooja Sharma,71,Pune,Term Life,2025-01-18,Expired,14914.48,289352.29,Pending,12706.32,1520.87,Agent,UPI
CUST100078,POL200078,Kavya Reddy,71,Pune,Life,2024-12-22,Active,23387.06,513149.58,No Claim,0.0,1922.79,Agent,Credit Card
CUST100079,POL200079,Kavya Mehta,55,Jaipur,Home,2022-05-24,Active,20063.57,478529.04,No Claim,0.0,1868.54,Agent,Debit Card
CUST100080,POL200080,Sneha Patel,71,Bengaluru,Health,2023-02-15,Expired,24339.59,583217.3,No Claim,0.0,1561.84,Online,Credit Card
CUST100081,POL200081,Pooja Rao,27,Mumbai,Health,2021-02-04,Expired,15996.39,352392.35,No Claim,0.0,500.0,Agent,Credit Card
CUST100082,POL200082,Amit Verma,42,Mumbai,Home,2021-07-25,Active,21377.39,540033.69,No Claim,0.0,1629.72,Broker,Credit Card
CUST100083,POL200083,Naveen Sharma,31,Kolkata,Auto,2024-01-10,Active,22008.07,530565.27,Denied,25125.47,1010.57,Broker,Auto Debit
CUST100084,POL200084,Manoj Verma,25,Chennai,Term Life,2025-05-05,Active,15215.49,244973.17,No Claim,0.0,1099.05,Broker,UPI
CUST100085,POL200085,Divya Reddy,69,Delhi,Life,2024-11-12,Active,22292.54,237812.76,No Claim,0.0,694.58,Broker,Auto Debit
CUST100086,POL200086,Anjali Rao,26,Mumbai,Term Life,2023-10-23,Expired,28213.18,786251.39,No Claim,0.0,2762.66,Agent,Credit Card
CUST100087,POL200087,Suresh Pillai,61,Bengaluru,Life,2023-10-19,Active,35021.33,287696.45,No Claim,0.0,2099.14,Online,UPI
CUST100088,POL200088,Karthik Menon,48,Delhi,Health,2024-11-14,Active,31639.49,394890.77,No Claim,0.0,2737.34,Agent,Auto Debit
CUST100089,POL200089,Pooja Nair,50,Jaipur,Home,2022-07-20,Active,11971.04,240623.91,Under Review,15418.3,828.87,Agent,Credit Card
CUST100090,POL200090,Santhosh Sharma,28,Ahmedabad,Term Life,2024-02-04,Active,21556.97,545989.26,No Claim,0.0,1437.35,Partner,Auto Debit
CUST100091,POL200091,Anjali Rao,27,Jaipur,Health,2025-12-01,Expired,13394.45,170098.11,No Claim,0.0,779.4,Branch,Debit Card
CUST100092,POL200092,Aishwarya Reddy,46,Kolkata,Health,2025-02-09,Active,26492.23,581920.5,Denied,110985.0,1808.88,Agent,Debit Card
CUST100093,POL200093,Swathi Iyer,59,Coimbatore,Auto,2022-12-04,Active,13930.94,227302.34,Under Review,54142.57,1132.17,Agent,Auto Debit
CUST100094,POL200094,Priya Patel,71,Kolkata,Health,2022-02-06,Active,28292.05,228475.72,No Claim,0.0,1199.9,Online,UPI
CUST100095,POL200095,Suresh Reddy,48,Bengaluru,Term Life,2022-12-31,Expired,28352.93,672898.95,No Claim,0.0,2592.75,Agent,Auto Debit
CUST100096,POL200096,Meena Reddy,62,Hyderabad,Travel,2025-04-29,Cancelled,6854.77,149089.58,Under Review,22570.77,500.0,Agent,Bank Transfer
CUST100097,POL200097,Sneha Singh,37,Coimbatore,Life,2021-06-11,Expired,24806.21,228742.12,No Claim,0.0,2026.12,Branch,Bank Transfer
CUST100098,POL200098,Santhosh Nair,48,Ahmedabad,Auto,2021-07-21,Active,12340.69,334798.58,Denied,9122.15,830.03,Partner,Debit Card
CUST100099,POL200099,Swathi Kumar,44,Bengaluru,Travel,2023-09-23,Cancelled,8369.73,98308.04,No Claim,0.0,500.0,Partner,Bank Transfer
CUST100100,POL200100,Priya Patel,36,Kolkata,Health,2021-09-27,Active,26237.1,674172.05,No Claim,0.0,1384.72,Online,UPI
CUST100101,POL200101,Kavya Joshi,56,Pune,Home,2023-03-27,Active,17235.42,290416.73,Under Review,17526.79,931.75,Agent,UPI
CUST100102,POL200102,Rahul Nair,32,Coimbatore,Life,2024-07-18,Active,44227.75,566104.87,Approved,69155.92,2676.58,Partner,Credit Card
CUST100103,POL200103,Kavya Kumar,56,Mumbai,Home,2022-04-01,Active,24389.56,509246.98,Pending,112279.74,1265.92,Broker,Credit Card
CUST100104,POL200104,Naveen Mehta,55,Mumbai,Life,2025-01-25,Active,37483.1,671866.5,No Claim,0.0,3278.76,Online,Bank Transfer
CUST100105,POL200105,Amit Patel,57,Hyderabad,Term Life,2025-10-17,Active,13780.59,383238.76,Approved,55511.38,1645.7,Broker,Bank Transfer
CUST100106,POL200106,Pooja Patel,56,Pune,Health,2024-06-29,Active,35011.67,776296.48,Approved,176754.38,3172.85,Online,Debit Card
CUST100107,POL200107,Amit Patel,57,Hyderabad,Health,2023-10-14,Expired,20447.23,532592.38,No Claim,0.0,2369.63,Agent,Credit Card
CUST100108,POL200108,Priya Joshi,38,Jaipur,Term Life,2025-09-22,Active,11467.27,102362.18,No Claim,0.0,1075.96,Partner,Bank Transfer
CUST100109,POL200109,Neha Joshi,61,Mumbai,Life,2021-10-23,Expired,22825.41,421309.42,No Claim,0.0,1795.54,Online,Bank Transfer
CUST100110,POL200110,Aishwarya Iyer,71,Mumbai,Health,2025-10-15,Active,32195.11,488063.65,No Claim,0.0,2915.79,Branch,Cash
CUST100111,POL200111,Vijay Reddy,57,Bengaluru,Health,2022-12-21,Active,17031.11,196126.04,Approved,6481.67,1731.61,Online,Cash
CUST100112,POL200112,Priya Kumar,46,Bengaluru,Health,2025-11-08,Active,21660.63,637538.35,No Claim,0.0,2238.97,Agent,UPI
CUST100113,POL200113,Amit Gupta,68,Kolkata,Term Life,2021-12-04,Lapsed,15315.42,354977.11,No Claim,0.0,502.7,Agent,Credit Card
CUST100114,POL200114,Aishwarya Reddy,29,Delhi,Travel,2023-05-29,Active,3916.9,57969.2,No Claim,0.0,500.0,Agent,Credit Card
CUST100115,POL200115,Aishwarya Menon,67,Hyderabad,Life,2023-12-13,Active,32700.95,571871.89,Denied,148874.09,1177.1,Agent,Auto Debit
CUST100116,POL200116,Sneha Patel,37,Pune,Travel,2023-03-03,Active,8070.61,156193.32,No Claim,0.0,750.59,Agent,Debit Card
CUST100117,POL200117,Sneha Rao,59,Pune,Auto,2021-08-05,Active,25564.72,213074.07,Denied,8367.9,525.43,Online,Debit Card
CUST100118,POL200118,Amit Nair,62,Chennai,Term Life,2023-02-03,Active,18110.28,453383.33,Denied,67496.84,1523.57,Partner,Debit Card
CUST100119,POL200119,Santhosh Joshi,61,Hyderabad,Health,2021-07-07,Active,15520.2,399869.38,Approved,56564.5,500.0,Broker,UPI
CUST100120,POL200120,Naveen Pillai,54,Delhi,Auto,2022-01-15,Lapsed,22812.68,546961.46,Pending,36957.23,2511.88,Agent,Debit Card
CUST100121,POL200121,Manoj Patel,38,Kolkata,Auto,2022-05-08,Expired,27523.29,448474.06,No Claim,0.0,2598.53,Broker,Debit Card
CUST100122,POL200122,Santhosh Verma,33,Mumbai,Auto,2023-12-01,Expired,12272.46,125054.36,No Claim,0.0,1375.51,Online,Bank Transfer
CUST100123,POL200123,Amit Pillai,31,Ahmedabad,Auto,2024-03-26,Cancelled,13515.81,109605.85,No Claim,0.0,925.9,Branch,Bank Transfer
CUST100124,POL200124,Anjali Joshi,30,Hyderabad,Health,2021-01-15,Active,20066.59,353185.68,No Claim,0.0,500.0,Agent,Auto Debit
CUST100125,POL200125,Arun Rao,49,Pune,Travel,2021-03-06,Active,8224.62,237634.97,No Claim,0.0,932.99,Online,UPI
CUST100126,POL200126,Swathi Nair,65,Pune,Auto,2022-06-05,Active,20271.48,369970.67,Approved,84510.81,949.77,Broker,Cash
CUST100127,POL200127,Priya Menon,33,Jaipur,Annuity,2024-09-29,Active,46676.19,1295749.64,No Claim,0.0,2495.04,Online,Bank Transfer
CUST100128,POL200128,Priya Pillai,69,Mumbai,Health,2024-02-27,Cancelled,12858.37,271179.35,No Claim,0.0,968.72,Agent,Credit Card
CUST100129,POL200129,Sneha Sharma,60,Kolkata,Home,2022-10-10,Active,21622.55,468586.43,No Claim,0.0,901.74,Agent,Bank Transfer
CUST100130,POL200130,Naveen Pillai,65,Coimbatore,Annuity,2025-02-04,Active,57268.08,1468340.31,Under Review,139625.98,6642.24,Agent,Bank Transfer
CUST100131,POL200131,Santhosh Singh,46,Chennai,Home,2023-12-23,Expired,9019.96,129341.91,No Claim,0.0,500.0,Branch,Credit Card
CUST100132,POL200132,Divya Sharma,39,Chennai,Term Life,2024-03-08,Active,19709.23,387338.74,Denied,70104.09,1052.54,Partner,Bank Transfer
CUST100133,POL200133,Sneha Kumar,35,Bengaluru,Term Life,2025-03-03,Active,24550.3,245557.94,Pending,86914.03,2852.42,Branch,Auto Debit
CUST100134,POL200134,Rahul Mehta,24,Mumbai,Health,2022-08-16,Active,23628.86,685513.97,No Claim,0.0,2815.07,Broker,Credit Card
CUST100135,POL200135,Anjali Reddy,57,Pune,Home,2022-01-27,Active,18033.51,538819.01,No Claim,0.0,1517.63,Broker,Auto Debit
CUST100136,POL200136,Pooja Kumar,70,Mumbai,Life,2025-08-26,Active,43764.55,899209.39,No Claim,0.0,4309.23,Agent,UPI
CUST100137,POL200137,Aishwarya Singh,31,Pune,Auto,2022-02-23,Active,20588.9,582177.77,No Claim,0.0,1599.54,Agent,UPI
CUST100138,POL200138,Karthik Mehta,65,Bengaluru,Health,2021-10-16,Lapsed,17825.6,470189.84,No Claim,0.0,1184.06,Online,UPI
CUST100139,POL200139,Kavya Rao,40,Jaipur,Travel,2022-01-14,Active,8856.18,173271.37,No Claim,0.0,500.0,Agent,UPI
CUST100140,POL200140,Rahul Pillai,68,Hyderabad,Auto,2025-12-02,Active,17333.5,375277.87,No Claim,0.0,754.52,Branch,Credit Card
CUST100141,POL200141,Aishwarya Singh,52,Kolkata,Auto,2025-02-22,Lapsed,15545.28,373712.93,Approved,75737.43,724.49,Agent,Bank Transfer
CUST100142,POL200142,Kavya Pillai,36,Chennai,Health,2021-08-19,Cancelled,18111.41,276982.04,Approved,68334.68,1244.58,Online,UPI
CUST100143,POL200143,Rahul Gupta,40,Ahmedabad,Annuity,2023-10-15,Active,22305.5,330381.87,No Claim,0.0,2550.14,Online,Debit Card
CUST100144,POL200144,Vijay Mehta,44,Mumbai,Life,2021-02-10,Active,44133.55,1157703.82,No Claim,0.0,4722.39,Online,Debit Card
CUST100145,POL200145,Santhosh Iyer,59,Delhi,Life,2023-11-18,Active,32751.41,397989.9,Approved,122960.91,1727.16,Branch,UPI
CUST100146,POL200146,Priya Rao,71,Kolkata,Health,2021-05-15,Cancelled,35213.43,464804.76,No Claim,0.0,4056.9,Partner,UPI
CUST100147,POL200147,Meena Joshi,37,Hyderabad,Annuity,2021-07-20,Active,52428.87,1102616.27,No Claim,0.0,1874.68,Agent,UPI
CUST100148,POL200148,Ravi Patel,24,Jaipur,Annuity,2023-02-19,Lapsed,20413.8,341776.19,No Claim,0.0,1517.05,Branch,UPI
CUST100149,POL200149,Kavya Gupta,42,Jaipur,Home,2023-07-19,Active,12330.21,134221.11,Approved,41443.66,1096.75,Agent,Bank Transfer
CUST100150,POL200150,Santhosh Patel,36,Ahmedabad,Term Life,2023-11-23,Active,16144.15,478605.64,Approved,11798.92,1843.36,Agent,UPI
CUST100151,POL200151,Rahul Reddy,47,Chennai,Health,2023-12-08,Active,23953.69,441032.86,No Claim,0.0,1042.83,Agent,Credit Card
CUST100152,POL200152,Amit Gupta,56,Bengaluru,Annuity,2022-05-18,Active,46820.95,1403532.38,Pending,84060.04,2378.47,Online,UPI
CUST100153,POL200153,Suresh Menon,53,Bengaluru,Life,2022-02-11,Lapsed,36367.67,652068.69,Denied,95823.8,1152.76,Online,Bank Transfer
CUST100154,POL200154,Karthik Iyer,71,Hyderabad,Life,2025-05-17,Active,45807.98,1157724.88,Approved,69935.42,2456.33,Agent,Debit Card
CUST100155,POL200155,Manoj Joshi,67,Bengaluru,Life,2025-10-18,Active,43838.34,1029570.66,No Claim,0.0,4548.92,Online,Credit Card
CUST100156,POL200156,Ravi Patel,50,Chennai,Auto,2023-03-16,Active,13588.08,206217.67,No Claim,0.0,836.97,Agent,Bank Transfer
CUST100157,POL200157,Priya Sharma,48,Delhi,Term Life,2021-04-09,Active,26925.37,264741.88,Denied,29013.77,3200.79,Branch,Bank Transfer
CUST100158,POL200158,Anjali Mehta,29,Pune,Health,2022-11-15,Active,32499.03,368460.94,No Claim,0.0,1939.05,Branch,Credit Card
CUST100159,POL200159,Naveen Menon,27,Kolkata,Annuity,2022-12-27,Active,41379.74,365870.88,No Claim,0.0,3797.53,Broker,Bank Transfer
CUST100160,POL200160,Amit Pillai,35,Coimbatore,Auto,2025-04-20,Active,16594.79,372662.94,No Claim,0.0,995.21,Online,Credit Card
CUST100161,POL200161,Amit Gupta,36,Kolkata,Life,2023-08-19,Active,21825.4,206080.55,No Claim,0.0,956.72,Branch,UPI
CUST100162,POL200162,Swathi Joshi,36,Bengaluru,Auto,2025-10-29,Cancelled,14106.66,204742.02,No Claim,0.0,533.53,Agent,Bank Transfer
CUST100163,POL200163,Kavya Pillai,68,Kolkata,Home,2022-09-05,Active,13824.13,145448.28,Under Review,40255.77,516.65,Agent,Bank Transfer
CUST100164,POL200164,Anjali Iyer,36,Bengaluru,Term Life,2025-01-25,Cancelled,19878.14,414220.03,No Claim,0.0,1681.64,Branch,Auto Debit
CUST100165,POL200165,Vijay Nair,54,Bengaluru,Auto,2022-10-05,Cancelled,21459.65,502879.37,No Claim,0.0,587.05,Branch,Debit Card
CUST100166,POL200166,Manoj Kumar,56,Pune,Home,2025-11-28,Active,13613.16,242335.98,No Claim,0.0,1141.33,Partner,UPI
CUST100167,POL200167,Divya Menon,31,Pune,Health,2023-10-26,Active,20729.22,602683.78,No Claim,0.0,1275.78,Partner,Auto Debit
CUST100168,POL200168,Vijay Patel,54,Ahmedabad,Home,2024-05-26,Active,8473.07,117927.38,No Claim,0.0,731.26,Broker,UPI
CUST100169,POL200169,Vijay Joshi,50,Delhi,Annuity,2022-05-18,Active,19331.6,576612.7,Pending,89435.65,500.0,Partner,Auto Debit
CUST100170,POL200170,Amit Nair,70,Delhi,Life,2023-02-06,Active,43341.22,904641.33,Under Review,154322.91,1463.5,Branch,Credit Card
CUST100171,POL200171,Karthik Verma,51,Coimbatore,Term Life,2022-02-02,Active,10177.47,274069.38,Pending,39506.39,1091.54,Agent,UPI
CUST100172,POL200172,Arun Sharma,36,Chennai,Auto,2023-05-21,Active,10555.8,112310.81,No Claim,0.0,1266.6,Agent,UPI
CUST100173,POL200173,Kavya Sharma,28,Mumbai,Health,2023-03-06,Expired,17076.37,506154.23,No Claim,0.0,1779.56,Broker,Credit Card
CUST100174,POL200174,Suresh Gupta,33,Chennai,Annuity,2022-01-28,Lapsed,47870.84,1178154.13,No Claim,0.0,1559.2,Agent,UPI
CUST100175,POL200175,Priya Mehta,25,Coimbatore,Auto,2021-07-26,Active,23342.62,492107.61,Denied,22167.62,936.56,Agent,Credit Card
CUST100176,POL200176,Priya Reddy,33,Delhi,Health,2023-11-05,Active,27761.69,225063.78,Denied,122898.73,1044.68,Online,UPI
CUST100177,POL200177,Arun Singh,43,Ahmedabad,Health,2025-04-27,Active,26013.87,210523.02,No Claim,0.0,2777.68,Agent,UPI
CUST100178,POL200178,Kavya Gupta,46,Chennai,Health,2023-06-11,Active,16981.12,198948.59,No Claim,0.0,1744.08,Online,Credit Card
CUST100179,POL200179,Manoj Pillai,51,Hyderabad,Term Life,2025-01-24,Expired,17779.09,301507.09,No Claim,0.0,1087.15,Branch,UPI
CUST100180,POL200180,Arun Joshi,55,Chennai,Home,2025-09-11,Active,16138.65,234170.32,No Claim,0.0,522.87,Branch,Credit Card
CUST100181,POL200181,Karthik Patel,56,Pune,Term Life,2025-05-18,Lapsed,21432.37,572122.09,No Claim,0.0,2333.06,Online,Bank Transfer
CUST100182,POL200182,Kavya Gupta,41,Coimbatore,Health,2023-05-14,Active,16901.99,414625.43,Under Review,13323.58,1321.84,Online,Debit Card
